Asset_Category,Asset_Name,Asset_Symbol
Binance Launchpad,Tokocrypto,TKO
Binance Launchpad,League of Kingdoms,LOKA
Binance Launchpad,Lazio Fan Token,LAZIO
Binance Launchpad,Troy,TROY
Binance Launchpad,PERL.eco,PERL
Binance Launchpad,Unifi Protocol DAO,UNFI
Binance Launchpad,Bread,BRD
Binance Launchpad,Gifto,GTO
Binance Launchpad,Dora Factory,DORA
Binance Launchpad,Dego Finance,DEGO
Binance Launchpad,Wing Finance,WING
Binance Launchpad,FC Barcelona Fan Token,BAR
Binance Launchpad,AC Milan Fan Token,ACM
Binance Launchpad,FC Porto,PORTO
Polkadot Ecosystem,Polkadot,DOT
Polkadot Ecosystem,Ankr,ANKR
Polkadot Ecosystem,Moonbeam,GLMR
Polkadot Ecosystem,Moonriver,MOVR
Polkadot Ecosystem,Ocean Protocol,OCEAN
Polkadot Ecosystem,OriginTrail,TRAC
Polkadot Ecosystem,Energy Web Token,EW
Polkadot Ecosystem,RMRK,RMRK
Polkadot Ecosystem,Polkastarter,POLS
Polkadot Ecosystem,STP Network,STPT
Polkadot Ecosystem,Acala,ACA
Polkadot Ecosystem,Bounce,AUCTION
Polkadot Ecosystem,Centrifuge,CFG
Polkadot Ecosystem,Deeper Network,DPR
Polkadot Ecosystem,Clover Finance,CLV
Polkadot Ecosystem,Aleph.im,ALEPH
Polkadot Ecosystem,Linear,LINA
Polkadot Ecosystem,Efinity Token,EFI
Polkadot Ecosystem,Ambire AdEx,ADX
Polkadot Ecosystem,PARSIQ,PRQ
Polkadot Ecosystem,Polkaswap,PSWAP
Polkadot Ecosystem,Phala Network,PHA
Polkadot Ecosystem,Bluzelle,BLZ
Polkadot Ecosystem,Offshift,XFT
Polkadot Ecosystem,Litentry,LIT
Polkadot Ecosystem,MAP Protocol,MAP
Polkadot Ecosystem,PAID Network,PAID
Polkadot Ecosystem,Stafi,FIS
Polkadot Ecosystem,MANTRA DAO,OM
Polkadot Ecosystem,Akropolis,AKRO
Polkadot Ecosystem,Sora,XOR
Polkadot Ecosystem,Dock,DOCK
Polkadot Ecosystem,PolkaFoundry,PKF
Polkadot Ecosystem,Edgeware,EDG
Polkadot Ecosystem,Exeedme,XED
Polkadot Ecosystem,MATH,MATH
Polkadot Ecosystem,Dora Factory,DORA
Polkadot Ecosystem,Dego Finance,DEGO
Polkadot Ecosystem,MXC,MXC
Polkadot Ecosystem,PolkaBridge,PBR
Polkadot Ecosystem,XAYA,CHI
Polkadot Ecosystem,Crust Network,CRU
Polkadot Ecosystem,Poolz Finance,POOLZ
Polkadot Ecosystem,Darwinia Network Native Token,RING
Polkadot Ecosystem,Kylin Network,KYL
Polkadot Ecosystem,Convergence,CONV
Polkadot Ecosystem,Bondly,BONDLY
Polkadot Ecosystem,RioDeFi,RFUEL
Polkadot Ecosystem,Bridge Mutual,BMI
Polkadot Ecosystem,Robonomics Network,XRT
Polkadot Ecosystem,Oddz,ODDZ
Polkadot Ecosystem,Bifrost Native Coin,BNC
Polkadot Ecosystem,LocalCoinSwap,LCS
Polkadot Ecosystem,PolkaFantasy,XP
Polkadot Ecosystem,Unido,UDO
Polkadot Ecosystem,CoinxPad,CXPAD
Polkadot Ecosystem,Raze Network,RAZE
Polkadot Ecosystem,Kally,KALLY
Polkadot Ecosystem,Ares Protocol,ARES
Polkadot Ecosystem,Shadows,DOWS
Polkadot Ecosystem,Plethori,PLE
Polkadot Ecosystem,Nsure Network,NSURE
Polkadot Ecosystem,SpiderDAO,SPDR
Polkadot Ecosystem,APYSwap,APYS
Polkadot Ecosystem,Robonomics Web Services,RWS
Polkadot Ecosystem,Kulupu,KLP
Polkadot Ecosystem,Relite Finance,RELI
Polkadot Ecosystem,Utopia Genesis Foundation,UOP
Polkadot Ecosystem,OptionRoom,ROOM
Polkadot Ecosystem,DefiCliq,CLIQ
Polkadot Ecosystem,Gourmet Galaxy,GUM
Polkadot Ecosystem,Keysians Network,KEN
Polkadot Ecosystem,ChainX,PCX
Polkadot Ecosystem,NDN Link,NDN
Polkadot Ecosystem,Acuity,ACU
Polkadot Ecosystem,Linear (BSC),LINA
Polkadot Ecosystem,Darwinia Crab Network Native Token,CRAB
Polkadot Ecosystem,NftyPlay,POLO
Polkadot Ecosystem,Polkasocial Network,PSN
Polkadot Ecosystem,Derived,DVDX
Polkadot Ecosystem,DotOracle,DTO
Polkadot Ecosystem,Coinversation,CTO
Polkadot Ecosystem,Zenlink Network Token,ZLK
Layer-2,Polygon,MATIC
Layer-2,Axie Infinity,AXS
Layer-2,Loopring,LRC
Layer-2,OMG Network,OMG
Layer-2,Immutable X,IMX
Layer-2,SKALE,SKL
Layer-2,Celer Network,CELR
Layer-2,Cartesi,CTSI
Layer-2,Boba Network,BOBA
Layer-2,Tokamak Network,TON
Layer-2,Conscious Value Network,CVNT
Layer-2,Quickswap,QUICK
Layer-2,ZKSwap,ZKS
Layer-2,Aventus,AVT
Layer-2,Netswap,NETT
Layer-2,Katana Inu,KATA
Layer-2,Dfyn Network,DFYN
Layer-2,Starstream,STARS
Layer-2,Falconswap,FSW
Layer-2,Obsidium,OBS
Layer-2,zkTube,ZKT
Layer-2,Thinkium,TKM
Layer-2,New Era,NEC
Layer-2,MeowSwap Token,MEOW
Terra Ecosystem,Terra,LUNA
Terra Ecosystem,Anchor Protocol,ANC
Terra Ecosystem,Mirror Protocol,MIR
Terra Ecosystem,Astroport,ASTRO
Terra Ecosystem,Pylon Protocol,MINE
Terra Ecosystem,StarTerra,STT
Terra Ecosystem,LOOP Finance,LOOP
Terra Ecosystem,Bitlocus,BTL
Terra Ecosystem,Wrapped UST,UST
Terra Ecosystem,LoTerra,LOTA
Terra Ecosystem,Nexus Protocol,PSI
Terra Ecosystem,White Whale,WHALE
Terra Ecosystem,Glow Token,GLOW
Wallet,Crypto.com Coin,CRO
Wallet,Elrond,EGLD
Wallet,Enjin Coin,ENJ
Wallet,Coin98,C98
Wallet,PLEX,PLEX
Wallet,Mask Network,MASK
Wallet,Swipe,SXP
Wallet,Trust Wallet Token,TWT
Wallet,Proton,XPR
Wallet,Utrust,UTK
Wallet,Clover Finance,CLV
Wallet,SafePal,SFP
Wallet,Function X,FX
Wallet,Mixin,XIN
Wallet,GridPlus [OLD],GRID
Wallet,Token Pocket,TPT
Wallet,XDEFI,XDEFI
Wallet,Haven,XHV
Wallet,Talken,TALK
Wallet,Nash,NEX
Wallet,LaunchZone,LZ
Wallet,OneArt,1ART
Wallet,GeroWallet,GERO
Wallet,PolkaFantasy,XP
Wallet,CrossWallet,CWT
Wallet,THORWallet,TGT
Wallet,Nabox,NABOX
Wallet,Atomic Wallet Coin,AWC
Wallet,AXIS Token,AXIS
Wallet,Tabank,TAB
Wallet,Baanx,BXX
Wallet,Spherium,SPHRI
Wallet,Parachute,PAR
Wallet,CardWallet,CW
Wallet,AVME,AVME
Wallet,BitcashPay (Old),BCP
Wallet,UMI,UMI
Wallet,CoinMeet,MEET
Wallet,Coinbase Tokenized Stock on FTX,COIN
Wallet,Excelon,XLON
Wallet,Decimal,DEL
Wallet,Takamaka Green Coin,TKG
Wallet,ClienteleCoin,CLT
Wallet,Diamond Boyz Coin,DBZ
Wallet,BitBase Token,BTBS
Wallet,Wallet Swap,WSWAP
Wallet,SafeBitcoin,SAFEBTC
Wallet,Round Dollar,RD
Wallet,K-Root Wallet,KROOT
Wallet,FXWallet,FXL
Wallet,Bagus Wallet,BG
Wallet,TrustKeys Network,TRUSTK
Wallet,ENNO Cash,ENNO
Wallet,MicroDexWallet,MICRO
Wallet,Urubit,URUB
Wallet,WalletNow,WNOW
Wallet,Wallet Pay,XPAY
Wallet,CryptoXpress,XPRESS
Wallet,Scopuly Token,SCOP
Wallet,HK Coin,HKC
Wallet,Embr,EMBR
Wallet,Solareum Wallet,XSB
Wallet,FuturesCash,FCT
Wallet,Devia8,DEVIA8
Wallet,Crystal Wallet,CRT
Wallet,Solbank Token,SBNK
Wallet,Safle,SAFLE
Wallet,RuufCoin,RUUF
Wallet,Immortl,IMRTL
Wallet,Kasta,KASTA
Wallet,Trustpay,TPH
Wallet,Ulanco,UAC
Wallet,Ruyi,RYB
Wallet,Lenda,LENDA
Wallet,Ambire Wallet,WALLET
Backed Tokens,Bitcoin BEP2,BTCB
Backed Tokens,cETH,CETH
Backed Tokens,cDAI,CDAI
Backed Tokens,cUSDC,CUSDC
Backed Tokens,Huobi BTC,HBTC
Backed Tokens,cWBTC,CWBTC
Backed Tokens,cUSDT,CUSDT
Backed Tokens,Convex CRV,CVXCRV
Backed Tokens,Tether Gold,XAUT
Backed Tokens,PAX Gold,PAXG
Backed Tokens,Lido Staked SOL,STSOL
Backed Tokens,sBTC,SBTC
Backed Tokens,cUNI,CUNI
Backed Tokens,sETH,SETH
Backed Tokens,cBAT,CBAT
Backed Tokens,c0x,CZRX
Backed Tokens,Rai Reflex Index,RAI
Backed Tokens,Marinade staked SOL,MSOL
Backed Tokens,tBTC,TBTC
Backed Tokens,pTokens BTC,PBTC
Backed Tokens,BoringDAO BTC,OBTC
Backed Tokens,Perth Mint Gold Token,PMGT
Backed Tokens,PieDAO BTC++,BTC++
Backed Tokens,sADA,SADA
Backed Tokens,The Tokenized Bitcoin,IMBTC
Backed Tokens,Aave DAI,ADAI
Backed Tokens,AurusGOLD,AWG
Backed Tokens,Aave BAT,ABAT
Backed Tokens,Aave SNX,ASNX
Backed Tokens,Aave LINK,ALINK
Backed Tokens,Aave TUSD,ATUSD
Backed Tokens,Aave KNC,AKNC
Backed Tokens,Aave ZRX,AZRX
Backed Tokens,Aave MKR,AMKR
Backed Tokens,Aave SUSD,ASUSD
Backed Tokens,Aave MANA,AMANA
Backed Tokens,Aave BUSD,ABUSD
Backed Tokens,Aave USDT,AUSDT
Backed Tokens,Aave WBTC,AWBTC
Backed Tokens,Aave USDC,AUSDC
Backed Tokens,LP renBTC Curve,RENBTCCURVE
Backed Tokens,Aave REN,AREN
Backed Tokens,Aave ENJ,AENJ
Backed Tokens,cCOMP,CCOMP
Backed Tokens,LP 3pool Curve,3CRV
Backed Tokens,Wrapped CELO,WCELO
Backed Tokens,Matic Aave Interest Bearing USDC,MAUSDC
Backed Tokens,Wrapped Matic,WMATIC
Backed Tokens,Matic Aave Interest Bearing AAVE,MAAAVE
Backed Tokens,Matic Aave Interest Bearing YFI,MAYFI
Backed Tokens,Matic Aave Interest Bearing LINK,MALINK
Backed Tokens,XDAI,XDAI
Backed Tokens,Matic Aave Interest Bearing WETH,MAWETH
Backed Tokens,Aave WBTC v1,AWBTC
Backed Tokens,Aave USDT v1,AUSDT
Backed Tokens,Aave USDC v1,AUSDC
Backed Tokens,Aave TUSD v1,ATUSD
Backed Tokens,Aave DAI v1,ADAI
Backed Tokens,Aave LINK v1,ALINK
Backed Tokens,Aave MKR v1,AMKR
Backed Tokens,Aave SNX v1,ASNX
Backed Tokens,Aave SUSD v1,ASUSD
Backed Tokens,Aave MANA v1,AMANA
Backed Tokens,Aave ZRX v1,AZRX
Backed Tokens,Aave KNC v1,AKNC
Backed Tokens,Aave ETH v1,AETH
Backed Tokens,Aave BUSD v1,ABUSD
Backed Tokens,Aave BAT v1,ABAT
Backed Tokens,Matic Aave Interest Bearing DAI,MADAI
Backed Tokens,Matic Aave interest bearing TUSD,MATUSD
Backed Tokens,Matic Aave Interest Bearing UNI,MAUNI
Backed Tokens,AurusSILVER,AWS
Backed Tokens,Venus DOGE,VDOGE
Backed Tokens,Binance-Peg Cardano,ADA
Backed Tokens,Binance-Peg Litecoin,LTC
Backed Tokens,Binance-Peg XRP,XRP
Backed Tokens,Binance-Peg Polkadot,DOT
Cosmos Ecosystem,Cosmos,ATOM
Cosmos Ecosystem,Osmosis,OSMO
Cosmos Ecosystem,Secret,SCRT
Cosmos Ecosystem,Kava,KAVA
Cosmos Ecosystem,Aragon,ANT
Cosmos Ecosystem,Fetch.ai,FET
Cosmos Ecosystem,Medibloc,MED
Cosmos Ecosystem,Akash Network,AKT
Cosmos Ecosystem,Ion,ION
Cosmos Ecosystem,Dawn Protocol,DAWN
Cosmos Ecosystem,Regen,REGEN
Cosmos Ecosystem,Aleph.im,ALEPH
Cosmos Ecosystem,Mirror Protocol,MIR
Cosmos Ecosystem,CertiK,CTK
Cosmos Ecosystem,IRISnet,IRIS
Cosmos Ecosystem,Kava Lend,HARD
Cosmos Ecosystem,Loom Network (OLD),LOOMOLD
Cosmos Ecosystem,Bluzelle,BLZ
Cosmos Ecosystem,Sentinel,DVPN
Cosmos Ecosystem,Sifchain,EROWAN
Cosmos Ecosystem,Bytom,BTM
Cosmos Ecosystem,MATH,MATH
Cosmos Ecosystem,Switcheo,SWTH
Cosmos Ecosystem,FOAM,FOAM
Cosmos Ecosystem,BitSong,BTSG
Cosmos Ecosystem,Sentinel [OLD],DVPN
Cosmos Ecosystem,LikeCoin,LIKE
Cosmos Ecosystem,KIRA Network,KEX
Cosmos Ecosystem,Lambda,LAMB
Cosmos Ecosystem,Starname,IOV
Cosmos Ecosystem,CoinEx Token,CET
Cosmos Ecosystem,Atomic Wallet Coin,AWC
Cosmos Ecosystem,CyberMiles,CMT
Cosmos Ecosystem,Centaur,CNTR
Cosmos Ecosystem,DATA,DTA
Cosmos Ecosystem,Lightstreams Photon,PHT
Cosmos Ecosystem,Hashgard,GARD
Cosmos Ecosystem,Zebi,ZCO
Cosmos Ecosystem,Ouroboros,OURO
Cosmos Ecosystem,Unification,FUND
Cosmos Ecosystem,Ndau,NDAU
Cosmos Ecosystem,Bidao,BID
Cosmos Ecosystem,Cosmostarter,CSMS
Entertainment,Decentraland,MANA
Entertainment,Theta Network,THETA
Entertainment,Enjin Coin,ENJ
Entertainment,Smooth Love Potion,SLP
Entertainment,Ultra,UOS
Entertainment,Hxro,HXRO
Entertainment,DEAPCOIN,DEP
Entertainment,Alien Worlds,TLM
Entertainment,Decentral Games,DG
Entertainment,Verasity,VRA
Entertainment,Decentral Games Governance,XDG
Entertainment,Conscious Value Network,CVNT
Entertainment,MINDOL,MIN
Entertainment,PalGold,PALG
Entertainment,Contentos,COS
Entertainment,Refereum,RFR
Entertainment,VideoCoin,VID
Entertainment,Taboo Token,TABOO
Entertainment,Sport and Leisure,SNL
Entertainment,BYTZ,BYTZ
Entertainment,Chain Games,CHAIN
Entertainment,BEPRO Network,BEPRO
Entertainment,Decentral Games (Old),DG
Entertainment,Aventus,AVT
Entertainment,Earneo,RNO
Entertainment,XAYA,CHI
Entertainment,IQeon,IQN
Entertainment,SENSO,SENSO
Entertainment,Verve,VERVE
Entertainment,MCH Coin,MCHC
Entertainment,SHILL Token,SHILL
Entertainment,Viberate,VIB
Entertainment,OG Fan Token,OG
Entertainment,The Crypto Prophecies,TCP
Entertainment,VIBE,VIBE
Entertainment,Falcon Project,FNT
Entertainment,IG Gold,IGG
Entertainment,Truefeedback Token,TFBX
Entertainment,Kineko,KKO
Entertainment,Game,GTC
Entertainment,Sator,SAO
Entertainment,Plair,PLA
Entertainment,Kingdom Game 4.0,KDG
Entertainment,DefiVille Island,ISLA
Entertainment,FansTime,FTI
Entertainment,Geocoin,GEO
Entertainment,ZENZO,ZNZ
Entertainment,GamyFi Token,GFX
Entertainment,Tipinu,TIPINU
Entertainment,Gameflip,FLP
Entertainment,BeatzCoin,BTZC
Entertainment,SingularDTV,SNGLS
Entertainment,Waletoken,WTN
Entertainment,Eight Hours,EHRT
Entertainment,BetDice,DICE
Entertainment,Game Stars,GST
Entertainment,Mainstream For The Underground,MFTU
Entertainment,Aced [OLD],ACED
Entertainment,Electronero Pulse,ETNXP
Entertainment,Hoard Token,HRD
Entertainment,Castweet,CTT
Entertainment,Cosplay Token (OLD),COT
Entertainment,SanDeGo,SDGO
Entertainment,KStarCoin,KSC
Entertainment,Blue Baikal,BBC
Entertainment,AXiaL,AXL
Entertainment,HeartBout Pay,HP
Entertainment,Buzzshow,GLDY
Entertainment,CINE MEDIA CELEBRITY COIN,CMCCOIN
Entertainment,Rewardiqa,REW
Entertainment,NoleWater,AMSK
Entertainment,snglsDAO Governance Token,SGT
Entertainment,ITEN,ITEN
Entertainment,Pocoland,POCO
Entertainment,BTS Chain,BTSC
Entertainment,Greed,$GREED
Entertainment,Zenith Token,ZENX
Entertainment,WealthSecrets,WSC
Entertainment,Tipsy,TIPSY
Entertainment,Simp,SIMP
Entertainment,SugarBounce,TIP
Entertainment,BollyCoin,BOLLY
Entertainment,holoride,RIDE
Entertainment,Joke Community,$JOKE
Entertainment,Aced,ACED
Entertainment,Palette,PLT
Entertainment,Bitmic,BMIC
Entertainment,PlayAndLike [OLD],PAL
Entertainment,WeWay,WWY
Entertainment,Kols Offering Token,KOT
Entertainment,Gari Network,GARI
Entertainment,Cosplay Token,COT
Entertainment,Ichello,ELLO
Media,TRON,TRX
Media,Theta Network,THETA
Media,Enjin Coin,ENJ
Media,Theta Fuel,TFUEL
Media,WAX,WAXP
Media,Hive,HIVE
Media,Decentralized Social,DESO
Media,Status,SNT
Media,StormX,STMX
Media,Steem,STEEM
Media,AIOZ Network,AIOZ
Media,Kin,KIN
Media,Atlas Protocol,ATP
Media,Ambire AdEx,ADX
Media,Contentos,COS
Media,Everipedia,IQ
Media,Refereum,RFR
Media,Global Coin Research,GCR
Media,Maro,MARO
Media,Numbers Protocol,NUM
Media,Mithril,MITH
Media,Gifto,GTO
Media,Reddcoin,RDD
Media,MovieBloc,MBL
Media,DeHub,DEHUB
Media,BLOCKv,VEE
Media,Bankless DAO,BANK
Media,WOM Protocol,WOM
Media,Receive Access Ecosystem,RAE
Media,Relevant,REL
Media,Viberate,VIB
Media,Grey Token,GREY
Media,UREEQA,URQA
Media,HollyGold,HGOLD
Media,YOYOW,YOYOW
Media,Upfiring,UFR
Media,Hyprr (Howdoo),UDOO
Media,XMax,XMX
Media,SoMee.Social,SOMEE
Media,Forefront,FF
Media,Pixl Coin,PXLC
Media,Primas,PST
Media,SynchroLife,SYC
Media,MobileGo,MGO
Media,Cryptoflow,CFL
Media,VIDY,VIDY
Media,U Network,UUU
Media,Netbox Coin,NBX
Media,RELEASE,REL
Media,CRDT,CRDT
Media,Dragon Coin,DRG
Media,BuyMainStreet,$MAINST
Media,SingularDTV,SNGLS
Media,Lunyr,LUN
Media,ImageCoin,IMG
Media,Absolute,ABS
Media,Uptrennd,1UP
Media,Fango,XFG
Media,Spice Token,SPICE
Media,BOOSTO,BST
Media,TokenTuber,TUBER
Media,Ultragate,ULG
Media,ASIMI,ASIMI
Media,Appics,APX
Media,Dogira,DOGIRA
Media,MContent,MCONTENT
Media,SaveBritney,SBRT
Media,Bimp Finance,BIMP
Media,OMNI - People Driven,OAI
Media,Chainflix,CFXT
Media,Glimpse,GLMS
Media,BEP20 LEO,BLEO
Media,KEEPs Coin,KPC
Media,Vodra,VDR
Media,Crypto Media Network,CMN
Media,ForeverBlast,FEB
Media,Unimoon,UNIMOON
Media,Circlepod,CPX
Media,Anomus Coin,ANOM
Media,Vybit,VI
Media,Frontrow,FRR
Media,Kino,KINO
Media,Desmos,DSM
Media,Gari Network,GARI
Media,Influencer Finance,INFLUENCE
Media,WorldPlus,WPL
Media,Rogan,ROGAN
BTC,Wrapped Bitcoin,WBTC
BTC,Bitcoin BEP2,BTCB
BTC,Huobi BTC,HBTC
BTC,sBTC,SBTC
BTC,BTC Standard Hashrate Token,BTCST
BTC,tBTC,TBTC
BTC,pTokens BTC,PBTC
BTC,BoringDAO BTC,OBTC
BTC,YFBitcoin,YFBTC
BTC,PieDAO BTC++,BTC++
BTC,The Tokenized Bitcoin,IMBTC
BTC,Bitcoin TRC20,BTCT
BTC,Nano Bitcoin Token,NBTC
BTC,BabyBitcoin,BABYBITC
Big Data,Chainlink,LINK
Big Data,The Graph,GRT
Big Data,0x,ZRX
Big Data,Ontology,ONT
Big Data,GXChain,GXC
Big Data,Bonfida,FIDA
Big Data,Covalent,CQT
Big Data,DIA,DIA
Big Data,Elamachain,ELAMA
Big Data,Tellor,TRB
Big Data,Streamr XDATA,XDATA
Big Data,ScPrime,SCP
Big Data,Measurable Data Token,MDT
Big Data,SingularityDAO,SDAO
Big Data,Dock,DOCK
Big Data,AMO Coin,AMO
Big Data,Oraichain Token,ORAI
Big Data,INSTAR,INSTAR
Big Data,Quadrant Protocol,EQUAD
Big Data,Hara Token,HART
Big Data,Big Data Protocol,BDP
Big Data,THEKEY,TKY
Big Data,Vetri,VLD
Big Data,DPRating,RATING
Big Data,Nuco.Cloud,NCDT
Big Data,Infomatix,INFO
Big Data,Cirus,CIRUS
Big Data,Sether,SETH
Big Data,Faceter,FACE
Big Data,Zebi,ZCO
Big Data,Sukhavati Network,SKT
Big Data,Bone,BONE
Big Data,DxChain Token,DX
Big Data,Fivebalance Coin,FBN
Big Data,SiaClassic,SCC
Big Data,IZE,IZE
Big Data,Wifi Coin,WIFI
Big Data,DroneFly,KDC
Big Data,Aster,ATC
Big Data,Iagon,IAG
Big Data,Storage Area Network Anywhere,SANA
Big Data,Cere Network,CERE
Big Data,Filecoin Standard Full Hashrate,SFIL
Big Data,myMessage,MESA
Big Data,Starworks Global,STARX
Big Data,Polka Classic,DOTC
Big Data,DECENT Database,DECENT
Oracle,Chainlink,LINK
Oracle,The Graph,GRT
Oracle,Keep3rV1,KP3R
Oracle,Cartesi,CTSI
Oracle,Ergo,ERG
Oracle,API3,API3
Oracle,Band Protocol,BAND
Oracle,iExec RLC,RLC
Oracle,Aurora,AURORA
Oracle,DIA,DIA
Oracle,Tellor,TRB
Oracle,Witnet,WIT
Oracle,Umbrella Network,UMB
Oracle,Nest Protocol,NEST
Oracle,HAPI,HAPI
Oracle,Kylin Network,KYL
Oracle,Equilibria,XEQ
Oracle,Bogged Finance,BOG
Oracle,Skey Network,SKEY
Oracle,Oraichain Token,ORAI
Oracle,Modefi,MOD
Oracle,Charli3,C3
Oracle,Unmarshal,MARSH
Oracle,Flux Token,FLX
Oracle,xFund,XFUND
Oracle,Bird.Money,BIRD
Oracle,Idena,IDNA
Oracle,Razor Network,RAZOR
Oracle,QAO,&#127760;
Oracle,Zap,ZAP
Oracle,UTU Coin,UTU
Oracle,Ares Protocol,ARES
Oracle,DOS Network,DOS
Oracle,Odin Protocol,ODIN
Oracle,Orakuru,ORK
Oracle,Berry Data,BRY
Oracle,Zoracles,ZORA
Oracle,PolkaCipher,CPHR
Oracle,OptionRoom,ROOM
Oracle,Morphie,MRFI
Oracle,ORAO Network,ORAO
Oracle,WINkLink BSC,WIN
Oracle,Bogged Finance [OLD],BOG
Oracle,Plug Chain,PLUGCN
Oracle,Shillit App,SHILL
Oracle,DotOracle,DTO
Oracle,Plugin,PLI
Oracle,Entropyfi,ERP
Oracle,Kolibri DAO,KDAO
IOT,VeChain,VET
IOT,Helium,HNT
IOT,IOTA,IOTA
IOT,IoTeX,IOTX
IOT,IOST,IOST
IOT,DigiByte,DGB
IOT,JasmyCoin,JASMY
IOT,Streamr XDATA,XDATA
IOT,MXC,MXC
IOT,Internxt,INXT
IOT,Mobius,MOBI
IOT,Sentivate,SNTVT
IOT,Ambrosus,AMB
IOT,Robonomics Network,XRT
IOT,Indorse,IND
IOT,Robonomics Web Services,RWS
IOT,Substratum,SUB
IOT,Friendz,FDZ
IOT,Parkgene,GENE
IOT,Xensor,XSR
IOT,Linfinity,LFC
IOT,HDAC,HDAC
IOT,Lynx,LYNX
IOT,Emrals,EMRALS
IOT,JMTIME,JMT
IOT,Binance-Peg IoTeX,IOTX
IOT,Weble Ecosystem Token,WET
IOT,Wrapped IoTex,WIOTX
IOT,Scan DeFi,SCAN
Wrapped Token,Wrapped Bitcoin,WBTC
Wrapped Token,Wrapped BNB,WBNB
Wrapped Token,renBTC,RENBTC
Wrapped Token,Wrapped Centrifuge,WCFG
Wrapped Token,Wrapped NXM,WNXM
Wrapped Token,THORChain (ERC20),RUNE
Wrapped Token,Wrapped Ampleforth,WAMPL
Wrapped Token,renDOGE,RENDOGE
Wrapped Token,renZEC,RENZEC
Wrapped Token,Wrapped-DGLD,WDGLD
Wrapped Token,Wrapped CryptoKitties,WCK
Wrapped Token,Wrapped Filecoin,WFIL
Wrapped Token,renFIL,RENFIL
Wrapped Token,Matic Aave Interest Bearing USDC,MAUSDC
Wrapped Token,Wrapped Matic,WMATIC
Wrapped Token,Matic Aave Interest Bearing AAVE,MAAAVE
Wrapped Token,Matic Aave Interest Bearing YFI,MAYFI
Wrapped Token,Matic Aave Interest Bearing LINK,MALINK
Wrapped Token,Matic Aave Interest Bearing WETH,MAWETH
Wrapped Token,Matic Aave Interest Bearing DAI,MADAI
Wrapped Token,Matic Aave interest bearing TUSD,MATUSD
Wrapped Token,Matic Aave Interest Bearing UNI,MAUNI
Wrapped Token,Wrapped KCS,WKCS
Wrapped Token,OPES (Wrapped PE),WPE
Wrapped Token,Bitcoin TRC20,BTCT
Wrapped Token,Wrapped NewYorkCoin,WNYC
Wrapped Token,Wrapped UST,UST
Wrapped Token,Wrapped NCG,WNCG
Wrapped Token,Wrapped DucatusX,WDUCX
Wrapped Token,Wrapped IoTex,WIOTX
Wrapped Token,Ethereum Wrapped Filecoin,EFIL
Wrapped Token,Wrapped Staked Olympus,WSOHM
Wrapped Token,Wrapped DAI,WDAI
Wrapped Token,Tezos Wrapped WETH,WWETH
Wrapped Token,Wrapped CRO,WCRO
Wrapped Token,Wrapped Metrix,MRXB
Wrapped Token,Anchor bETH Token,BETH
Wrapped Token,Mirror mDOT Token,MDOT
Wrapped Token,Wrapped BCH,WBCH
Wrapped Token,Wrapped HEC,WSHEC
Wrapped Token,Wrapped Solana,SOL
Wrapped Token,Wrapped Bitcoin-Stacks,XBTC
Wrapped Token,Wrapped XRP,WXRP
Wrapped Token,Wrapped Kadena,WKDA
Wrapped Token,Wrapped Elrond,WEGLD
Wrapped Token,Wrapped Huobi Token,WHT
Wrapped Token,Wonderful Memories,WMEMO
Wrapped Token,Wrapped sEXOD,WSEXOD
Wrapped Token,SOL (Wormhole),SOL
Wrapped Token,1INCH (Wormhole),1INCH
Wrapped Token,Tether USD (Wormhole),USDTSO
Wrapped Token,Binance Coin (Wormhole),BNB
Wrapped Token,Aave (Wormhole),AAVE
Wrapped Token,1sol.io (Wormhole),1SOL
Wrapped Token,Akropolis (Wormhole),AKRO
Wrapped Token,Dogelon Mars (Wormhole),ELON
Wrapped Token,Saber Wrapped USD Coin,SUSDC-9
Wrapped Token,Binance Wrapped DOT,BDOT
Wrapped Token,Wrapped Theta Fuel,TFUEL
Wrapped Token,Tether USD (Wormhole from Ethereum),USDTET
Wrapped Token,USD Coin (Wormhole from Ethereum),USDCET
Wrapped Token,USD Coin (PoS) (Wormhole),USDCPO
Wrapped Token,Serum (Wormhole from Ethereum),SRMET
Wrapped Token,Tether USD (PoS) (Wormhole),USDTPO
Wrapped Token,Axie Infinity Shard (Wormhole),AXSET
Wrapped Token,Uniswap (Wormhole),UNI
Wrapped Token,Shiba Inu (Wormhole),SHIB
Wrapped Token,The Sandbox (Wormhole),SAND
Wrapped Token,Lido DAO (Wormhole),LDO
Wrapped Token,dYdX (Wormhole),DYDX
Wrapped Token,Decentraland (Wormhole),MANA
Wrapped Token,ConstitutionDAO (Wormhole),PEOPLE
Privacy Coin,Monero,XMR
Privacy Coin,Zcash,ZEC
Privacy Coin,Dash,DASH
Privacy Coin,Secret,SCRT
Privacy Coin,Decred,DCR
Privacy Coin,Horizen,ZEN
Privacy Coin,Flux,FLUX
Privacy Coin,DigiByte,DGB
Privacy Coin,MobileCoin,MOB
Privacy Coin,DUSK Network,DUSK
Privacy Coin,Verge,XVG
Privacy Coin,Pirate Chain,ARRR
Privacy Coin,Ergo,ERG
Privacy Coin,Orchid Protocol,OXT
Privacy Coin,Dero,DERO
Privacy Coin,Beldex,BDX
